Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v1-sdpa,stabilityai/stablelm-3b-4e1t,0.135,0.1158686752319335,8.629,118170.928,2180.296,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,StableLMEpochForCausalLM,7.435,46.58,2
4bit-gptq-exllama-v2-sdpa,stabilityai/stablelm-3b-4e1t,0.135,0.1158533096313476,8.63,118405.771,2180.296,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,StableLMEpochForCausalLM,7.435,46.58,2
4bit-gptq-exllama-v1-fa2,stabilityai/stablelm-3b-4e1t,0.134,0.1158676452636718,8.63,119674.703,2180.296,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,StableLMEpochForCausalLM,7.435,46.58,2
4bit-gptq-exllama-v2-fa2,stabilityai/stablelm-3b-4e1t,0.134,0.1158440933227539,8.631,118902.367,2180.296,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,StableLMEpochForCausalLM,7.433,46.58,2
8bit-bnb-eager,stabilityai/stablelm-3b-4e1t,0.108,0.1062062072753906,9.367,243471.806,3292.366,pytorch,float16,BnB.8bit,Eager,No Kernel,StableLMEpochForCausalLM,6.834,46.58,2
8bit-bnb-fa2,stabilityai/stablelm-3b-4e1t,0.104,0.1037926406860351,9.501,249582.238,3287.757,pytorch,float16,BnB.8bit,FAv2,No Kernel,StableLMEpochForCausalLM,6.719,46.58,2
8bit-bnb-sdpa,stabilityai/stablelm-3b-4e1t,0.103,0.1027563552856445,9.673,246555.81,3287.757,pytorch,float16,BnB.8bit,SDPA,No Kernel,StableLMEpochForCausalLM,6.596,46.58,2
4bit-bnb-eager,stabilityai/stablelm-3b-4e1t,0.13,0.0610488319396972,16.48,401419.629,2089.149,pytorch,float16,BnB.4bit,Eager,No Kernel,StableLMEpochForCausalLM,3.979,46.58,2
4bit-bnb-fa2,stabilityai/stablelm-3b-4e1t,0.126,0.0568401908874511,17.442,418741.437,2088.756,pytorch,float16,BnB.4bit,FAv2,No Kernel,StableLMEpochForCausalLM,3.716,46.58,2
4bit-bnb-sdpa,stabilityai/stablelm-3b-4e1t,0.126,0.0562739181518554,17.67,425584.458,2088.756,pytorch,float16,BnB.4bit,SDPA,No Kernel,StableLMEpochForCausalLM,3.683,46.58,2
float32-sdpa,stabilityai/stablelm-3b-4e1t,0.09,0.0287221755981445,34.82,519088.53,11816.868,pytorch,float32,Unquantized,SDPA,No Kernel,StableLMEpochForCausalLM,1.898,46.58,2
float32-eager,stabilityai/stablelm-3b-4e1t,0.092,0.0267468795776367,37.324,544546.546,11816.868,pytorch,float32,Unquantized,Eager,No Kernel,StableLMEpochForCausalLM,1.779,46.58,2
float16-eager,stabilityai/stablelm-3b-4e1t,0.038,0.0259880962371826,38.013,682375.504,5863.103,pytorch,float16,Unquantized,Eager,No Kernel,StableLMEpochForCausalLM,1.692,46.58,2
bfloat16-eager,stabilityai/stablelm-3b-4e1t,0.035,0.0259512329101562,38.36,690576.188,5863.115,pytorch,bfloat16,Unquantized,Eager,No Kernel,StableLMEpochForCausalLM,1.672,46.58,2
float16-fa2,stabilityai/stablelm-3b-4e1t,0.034,0.0248801288604736,40.354,705062.01,5863.103,pytorch,float16,Unquantized,FAv2,No Kernel,StableLMEpochForCausalLM,1.594,46.58,2
bfloat16-fa2,stabilityai/stablelm-3b-4e1t,0.03,0.0243824634552001,40.516,711108.361,5863.103,pytorch,bfloat16,Unquantized,FAv2,No Kernel,StableLMEpochForCausalLM,1.584,46.58,2
bfloat16-sdpa,stabilityai/stablelm-3b-4e1t,0.03,0.0234731521606445,42.338,724404.118,5863.103,pytorch,bfloat16,Unquantized,SDPA,No Kernel,StableLMEpochForCausalLM,1.515,46.58,2
float16-sdpa,stabilityai/stablelm-3b-4e1t,0.034,0.0234577922821044,42.431,721697.599,5863.103,pytorch,float16,Unquantized,SDPA,No Kernel,StableLMEpochForCausalLM,1.518,46.58,2
4bit-awq-gemm-fa2,Qwen/Qwen1.5-1.8B,0.141,0.1332203521728515,7.518,115812.584,2667.098,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Qwen2ForCausalLM,8.518,46.55,1
4bit-awq-gemm-eager,Qwen/Qwen1.5-1.8B,0.141,0.1319997406005859,7.55,114859.559,2667.099,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,8.474,46.55,1
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-1.8B,0.138,0.1301206970214843,7.663,115701.547,2667.098,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,8.362,46.55,1
8bit-bnb-eager,Qwen/Qwen1.5-1.8B,0.086,0.0838748168945312,11.86,314615.072,3158.448,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,5.388,46.55,1
8bit-bnb-fa2,Qwen/Qwen1.5-1.8B,0.085,0.0828620834350585,11.951,313670.235,3158.448,pytorch,float16,BnB.8bit,FAv2,No Kernel,Qwen2ForCausalLM,5.356,46.55,1
8bit-bnb-sdpa,Qwen/Qwen1.5-1.8B,0.083,0.0829512023925781,12.044,319765.028,3158.448,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,5.321,46.55,1
4bit-gptq-exllama-v1-fa2,Qwen/Qwen1.5-1.8B,0.082,0.0720445404052734,13.873,204480.925,2628.769,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Qwen2ForCausalLM,4.626,46.55,1
4bit-gptq-exllama-v2-fa2,Qwen/Qwen1.5-1.8B,0.081,0.0715950393676757,13.924,199546.189,2628.769,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Qwen2ForCausalLM,4.603,46.55,1
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-1.8B,0.074,0.0617093124389648,16.19,219985.226,2628.77,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.964,46.55,1
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-1.8B,0.074,0.0616396789550781,16.208,220134.051,2628.77,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.96,46.55,1
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-1.8B,0.073,0.0612689590454101,16.309,221051.064,2628.769,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.936,46.55,1
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-1.8B,0.073,0.0612534713745117,16.312,220719.846,2628.769,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.934,46.55,1
4bit-bnb-eager,Qwen/Qwen1.5-1.8B,0.072,0.0523632621765136,19.432,512151.709,2585.787,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,3.313,46.55,1
4bit-bnb-fa2,Qwen/Qwen1.5-1.8B,0.082,0.051119041442871,19.723,510801.424,2585.787,pytorch,float16,BnB.4bit,FAv2,No Kernel,Qwen2ForCausalLM,3.272,46.55,1
4bit-bnb-sdpa,Qwen/Qwen1.5-1.8B,0.07,0.0506992645263671,20.046,521108.971,2585.787,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,3.217,46.55,1
bfloat16-eager,Qwen/Qwen1.5-1.8B,0.026,0.023329792022705,43.517,926086.17,4408.408,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.495,46.55,1
bfloat16-fa2,Qwen/Qwen1.5-1.8B,0.03,0.0224829444885253,44.788,988681.635,4408.408,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.438,46.55,1
float16-fa2,Qwen/Qwen1.5-1.8B,0.031,0.0218880004882812,45.462,959859.598,4408.408,pytorch,float16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.409,46.55,1
float16-eager,Qwen/Qwen1.5-1.8B,0.025,0.0216719360351562,45.831,966248.354,4408.408,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.395,46.55,1
float32-eager,Qwen/Qwen1.5-1.8B,0.054,0.020567039489746,48.398,827900.472,8597.293,pytorch,float32,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.353,46.55,1
bfloat16-sdpa,Qwen/Qwen1.5-1.8B,0.022,0.0198942718505859,50.177,1046082.947,4408.408,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.278,46.55,1
float16-sdpa,Qwen/Qwen1.5-1.8B,0.024,0.0197550086975097,50.519,1019948.469,4408.408,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.27,46.55,1
float32-sdpa,Qwen/Qwen1.5-1.8B,0.053,0.0191774711608886,51.845,847568.091,8597.293,pytorch,float32,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.266,46.55,1
4bit-awq-gemm-eager,huggyllama/llama-7b,0.575,0.531684326171875,1.881,25728.868,4688.7,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,34.073,46.37,6
4bit-awq-gemm-fa2,huggyllama/llama-7b,0.571,0.531504150390625,1.881,25975.857,4688.699,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,34.057,46.37,6
4bit-awq-gemm-sdpa,huggyllama/llama-7b,0.571,0.531294189453125,1.882,25860.988,4688.699,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,34.044,46.37,6
4bit-gptq-exllama-v1-eager,huggyllama/llama-7b,0.322,0.2784860229492187,3.591,46996.12,4515.668,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,17.867,46.37,6
4bit-gptq-exllama-v2-eager,huggyllama/llama-7b,0.323,0.2784132995605469,3.592,47125.088,4515.668,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,17.863,46.37,6
4bit-gptq-exllama-v2-fa2,huggyllama/llama-7b,0.32,0.2781583251953125,3.595,47114.026,4515.667,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,17.844,46.37,6
4bit-gptq-exllama-v1-fa2,huggyllama/llama-7b,0.319,0.2780979309082031,3.596,47177.596,4515.667,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,17.84,46.37,6
4bit-gptq-exllama-v1-sdpa,huggyllama/llama-7b,0.319,0.2779822082519531,3.597,47077.053,4515.667,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,17.833,46.37,6
4bit-gptq-exllama-v2-sdpa,huggyllama/llama-7b,0.319,0.278002685546875,3.597,47124.056,4515.667,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,17.834,46.37,6
8bit-bnb-eager,huggyllama/llama-7b,0.116,0.1137582092285156,8.728,210389.886,7485.176,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.322,46.37,6
8bit-bnb-fa2,huggyllama/llama-7b,0.112,0.1143521270751953,8.83,214596.35,7485.807,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.221,46.37,6
8bit-bnb-sdpa,huggyllama/llama-7b,0.11,0.1095874862670898,9.071,214937.256,7485.807,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.051,46.37,6
4bit-bnb-eager,huggyllama/llama-7b,0.318,0.066215965270996,14.956,317158.423,4388.461,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.534,46.37,6
4bit-bnb-fa2,huggyllama/llama-7b,0.315,0.0664135665893554,15.191,330683.401,4388.33,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,4.454,46.37,6
4bit-bnb-sdpa,huggyllama/llama-7b,0.315,0.06506396484375,15.483,333749.306,4388.33,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.39,46.37,6
bfloat16-eager,huggyllama/llama-7b,0.099,0.0363888626098632,27.465,405024.081,13856.225,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.392,46.37,6
float16-eager,huggyllama/llama-7b,0.097,0.0362137603759765,27.601,396391.805,13856.225,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.379,46.37,6
float16-fa2,huggyllama/llama-7b,0.093,0.0358696975708007,27.872,399288.159,13856.225,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.354,46.37,6
bfloat16-fa2,huggyllama/llama-7b,0.094,0.0358574066162109,27.88,407184.108,13856.225,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.354,46.37,6
bfloat16-sdpa,huggyllama/llama-7b,0.094,0.0357549743652343,27.947,408044.42,13856.225,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.347,46.37,6
float16-sdpa,huggyllama/llama-7b,0.094,0.0357294082641601,27.967,402760.614,13856.225,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.345,46.37,6
4bit-awq-gemm-eager,stabilityai/stablelm-2-1_6b,0.139,0.1308436431884765,7.629,115315.606,1763.595,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Unknown,8.397,45.25,1
4bit-awq-gemm-fa2,stabilityai/stablelm-2-1_6b,0.136,0.129438720703125,7.714,116259.561,1763.594,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Unknown,8.302,45.25,1
4bit-awq-gemm-sdpa,stabilityai/stablelm-2-1_6b,0.136,0.1289318389892578,7.745,115952.914,1763.594,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Unknown,8.268,45.25,1
8bit-bnb-eager,stabilityai/stablelm-2-1_6b,0.081,0.0798873596191406,12.435,326365.292,2304.883,pytorch,float16,BnB.8bit,Eager,No Kernel,Unknown,5.144,45.25,1
8bit-bnb-sdpa,stabilityai/stablelm-2-1_6b,0.081,0.0804024353027343,12.507,334878.233,2305.936,pytorch,float16,BnB.8bit,SDPA,No Kernel,Unknown,5.086,45.25,1
8bit-bnb-fa2,stabilityai/stablelm-2-1_6b,0.08,0.0793077774047851,12.522,335556.164,2305.936,pytorch,float16,BnB.8bit,FAv2,No Kernel,Unknown,5.102,45.25,1
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-2-1_6b,0.073,0.0606361618041992,16.489,235721.499,1723.273,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Unknown,3.894,45.25,1
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-2-1_6b,0.073,0.0606126098632812,16.491,236219.698,1723.273,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Unknown,3.893,45.25,1
4bit-gptq-exllama-v2-sdpa,stabilityai/stablelm-2-1_6b,0.071,0.060399616241455,16.55,234765.196,1723.272,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Unknown,3.877,45.25,1
4bit-gptq-exllama-v1-sdpa,stabilityai/stablelm-2-1_6b,0.071,0.0603873291015625,16.556,237532.319,1723.272,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Unknown,3.875,45.25,1
4bit-gptq-exllama-v1-fa2,stabilityai/stablelm-2-1_6b,0.071,0.0603473930358886,16.566,233834.647,1723.272,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Unknown,3.873,45.25,1
4bit-gptq-exllama-v2-fa2,stabilityai/stablelm-2-1_6b,0.071,0.0603269119262695,16.573,234934.62,1723.272,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Unknown,3.872,45.25,1
4bit-bnb-eager,stabilityai/stablelm-2-1_6b,0.071,0.0465397758483886,21.043,541247.024,1658.308,pytorch,float16,BnB.4bit,Eager,No Kernel,Unknown,3.022,45.25,1
4bit-bnb-fa2,stabilityai/stablelm-2-1_6b,0.068,0.0448235855102539,21.99,549706.81,1658.307,pytorch,float16,BnB.4bit,FAv2,No Kernel,Unknown,2.925,45.25,1
4bit-bnb-sdpa,stabilityai/stablelm-2-1_6b,0.068,0.0449075202941894,22.037,562825.384,1658.307,pytorch,float16,BnB.4bit,SDPA,No Kernel,Unknown,2.925,45.25,1
bfloat16-eager,stabilityai/stablelm-2-1_6b,0.023,0.0200673274993896,49.11,1013202.219,3474.148,pytorch,bfloat16,Unquantized,Eager,No Kernel,Unknown,1.305,45.25,1
float16-eager,stabilityai/stablelm-2-1_6b,0.024,0.0198400001525878,49.842,1001450.632,3474.148,pytorch,float16,Unquantized,Eager,No Kernel,Unknown,1.285,45.25,1
float32-eager,stabilityai/stablelm-2-1_6b,0.052,0.0199413757324218,50.532,852398.352,6904.486,pytorch,float32,Unquantized,Eager,No Kernel,Unknown,1.301,45.25,1
float16-fa2,stabilityai/stablelm-2-1_6b,0.021,0.0191365127563476,52.486,1061449.978,3474.148,pytorch,float16,Unquantized,FAv2,No Kernel,Unknown,1.224,45.25,1
bfloat16-fa2,stabilityai/stablelm-2-1_6b,0.02,0.0186040325164794,53.19,1050788.13,3474.148,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Unknown,1.2,45.25,1
float16-sdpa,stabilityai/stablelm-2-1_6b,0.021,0.0185180168151855,53.924,1072035.002,3474.148,pytorch,float16,Unquantized,SDPA,No Kernel,Unknown,1.173,45.25,1
float32-sdpa,stabilityai/stablelm-2-1_6b,0.05,0.018080768585205,55.142,876027.238,6904.486,pytorch,float32,Unquantized,SDPA,No Kernel,Unknown,1.189,45.25,1
bfloat16-sdpa,stabilityai/stablelm-2-1_6b,0.02,0.0178698234558105,55.555,1098717.246,3474.148,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Unknown,1.147,45.25,1
8bit-bnb-eager,tiiuae/falcon-7b,0.078,0.0731996154785156,13.516,318783.161,7296.844,pytorch,float16,BnB.8bit,Eager,No Kernel,FalconForCausalLM,4.733,44.17,7
float16-eager,tiiuae/falcon-7b,0.081,0.0461271057128906,21.65,348858.097,13945.038,pytorch,float16,Unquantized,Eager,No Kernel,FalconForCausalLM,2.991,44.17,7
bfloat16-eager,tiiuae/falcon-7b,0.081,0.0459130897521972,21.74,355305.266,13945.038,pytorch,bfloat16,Unquantized,Eager,No Kernel,FalconForCausalLM,2.977,44.17,7
4bit-bnb-eager,tiiuae/falcon-7b,0.327,0.0452700157165527,21.992,422919.498,4608.877,pytorch,float16,BnB.4bit,Eager,No Kernel,FalconForCausalLM,3.19,44.17,7
4bit-awq-gemm-eager,Salesforce/codegen-16B-nl,1.302,1.21159375,0.825,11242.954,11329.173,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,CodeGenForCausalLM,77.636,42.59,16
4bit-gptq-exllama-v1-eager,Salesforce/codegen-16B-nl,0.744,0.652906494140625,1.532,20168.711,10730.075,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,CodeGenForCausalLM,41.877,42.59,16
4bit-gptq-exllama-v2-eager,Salesforce/codegen-16B-nl,0.744,0.652874755859375,1.532,20169.615,10730.124,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,CodeGenForCausalLM,41.876,42.59,16
8bit-bnb-eager,Salesforce/codegen-16B-nl,0.15,0.0899471359252929,11.005,228939.569,17381.702,pytorch,float16,BnB.8bit,Eager,No Kernel,CodeGenForCausalLM,5.85,42.59,16
4bit-bnb-eager,Salesforce/codegen-16B-nl,0.865,0.0654130859375,15.35,251291.807,10565.365,pytorch,float16,BnB.4bit,Eager,No Kernel,CodeGenForCausalLM,4.975,42.59,16
4bit-awq-gemm-eager,facebook/opt-30b,2.456,2.3148583984375,0.432,5822.307,18871.04,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,OPTForCausalLM,148.299,41.99,30
4bit-awq-gemm-fa2,facebook/opt-30b,2.442,2.306472900390625,0.434,5867.325,18871.985,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,OPTForCausalLM,147.751,41.99,30
4bit-gptq-exllama-v1-eager,facebook/opt-30b,1.376,1.2371015625,0.808,10620.983,18062.692,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,OPTForCausalLM,79.317,41.99,30
4bit-gptq-exllama-v2-eager,facebook/opt-30b,1.376,1.2371025390625,0.808,10589.225,18062.692,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,OPTForCausalLM,79.316,41.99,30
4bit-gptq-exllama-v1-fa2,facebook/opt-30b,1.363,1.2279183349609375,0.814,10637.336,18063.737,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,OPTForCausalLM,78.724,41.99,30
4bit-gptq-exllama-v2-fa2,facebook/opt-30b,1.363,1.2280596923828124,0.814,10630.288,18063.737,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,OPTForCausalLM,78.735,41.99,30
4bit-bnb-eager,facebook/opt-30b,1.334,0.1054167022705078,9.471,144613.262,17680.925,pytorch,float16,BnB.4bit,Eager,No Kernel,OPTForCausalLM,7.986,41.99,30
4bit-bnb-fa2,facebook/opt-30b,1.319,0.0916449279785156,10.913,155876.713,17680.794,pytorch,float16,BnB.4bit,FAv2,No Kernel,OPTForCausalLM,7.092,41.99,30
4bit-awq-gemm-eager,EleutherAI/gpt-neox-20b,1.697,1.5663739013671876,0.638,8523.106,14315.973,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,100.382,41.69,20
4bit-awq-gemm-fa2,EleutherAI/gpt-neox-20b,1.677,1.559141357421875,0.641,8380.411,14315.96,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,99.905,41.69,20
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-neox-20b,0.972,0.8436449584960938,1.185,15504.833,13715.589,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,54.122,41.69,20
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-neox-20b,0.972,0.843694091796875,1.185,14790.814,13715.589,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,54.125,41.69,20
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-neox-20b,0.952,0.835314697265625,1.197,15090.172,13715.588,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,53.576,41.69,20
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-neox-20b,0.952,0.8353003540039062,1.197,15052.313,13715.588,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,53.576,41.69,20
8bit-bnb-eager,EleutherAI/gpt-neox-20b,0.201,0.1080719375610351,9.217,185937.373,22536.283,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,7.027,41.69,20
8bit-bnb-fa2,EleutherAI/gpt-neox-20b,0.176,0.10323974609375,9.669,192365.261,22540.222,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,6.693,41.69,20
4bit-bnb-eager,EleutherAI/gpt-neox-20b,1.225,0.0835431060791015,11.961,190468.688,13411.544,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,6.49,41.69,20
4bit-bnb-fa2,EleutherAI/gpt-neox-20b,1.216,0.0693790740966796,14.324,213358.929,13411.544,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,5.605,41.69,20
4bit-awq-gemm-eager,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.569,0.5236981811523438,1.909,25821.016,5555.343,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Unknown,33.566,41.25,6
4bit-awq-gemm-fa2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.562,0.51820849609375,1.93,26681.854,5555.342,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Unknown,33.213,41.25,6
4bit-gptq-exllama-v1-eager,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.325,0.2812538757324219,3.555,45726.002,5290.119,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Unknown,18.045,41.25,6
4bit-gptq-exllama-v2-eager,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.325,0.2811412353515625,3.557,46711.335,5290.119,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Unknown,18.038,41.25,6
4bit-gptq-exllama-v1-fa2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.316,0.2749788208007812,3.636,47995.869,5290.118,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Unknown,17.64,41.25,6
4bit-gptq-exllama-v2-fa2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.316,0.2750187377929687,3.636,47178.636,5290.118,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Unknown,17.643,41.25,6
8bit-bnb-eager,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.084,0.0760524826049804,13.111,301899.596,8050.585,pytorch,float16,BnB.8bit,Eager,No Kernel,Unknown,4.881,41.25,6
8bit-bnb-fa2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.072,0.0717864990234375,13.858,310114.852,8052.591,pytorch,float16,BnB.8bit,FAv2,No Kernel,Unknown,4.614,41.25,6
4bit-bnb-eager,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.319,0.0520600967407226,19.281,391953.605,5137.055,pytorch,float16,BnB.4bit,Eager,No Kernel,Unknown,3.59,41.25,6
4bit-bnb-fa2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.308,0.0468131828308105,21.293,413199.55,5137.054,pytorch,float16,BnB.4bit,FAv2,No Kernel,Unknown,3.267,41.25,6
bfloat16-eager,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.086,0.0381634559631347,26.222,382992.277,14489.23,pytorch,bfloat16,Unquantized,Eager,No Kernel,Unknown,2.488,41.25,6
float16-eager,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.093,0.0377681922912597,26.459,373144.658,14489.23,pytorch,float16,Unquantized,Eager,No Kernel,Unknown,2.474,41.25,6
bfloat16-fa2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.078,0.0339865608215332,29.421,399322.15,14491.309,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Unknown,2.219,41.25,6
float16-fa2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,0.085,0.0339588813781738,29.436,393239.015,14491.309,pytorch,float16,Unquantized,FAv2,No Kernel,Unknown,2.225,41.25,6
4bit-awq-gemm-fa2,EleutherAI/gpt-j-6b,0.515,0.4777687072753906,2.093,29247.138,4794.439,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTJForCausalLM,30.617,40.1,6
4bit-awq-gemm-eager,EleutherAI/gpt-j-6b,0.509,0.4687820739746093,2.133,29408.71,4794.465,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTJForCausalLM,30.048,40.1,6
